char	char_sim	initial	final	tone	cat	char_ref	details
塍	塍	th	eng	5	0		
誠	诚	s	eng	5	0		
酲	酲	th	eng	5	0		
澂	澂	th	eng	5	0		
澄	澄	th	eng	5	0		
橙	橙	tsh	eng	5	0		
懲	惩	th	eng	1	0		
逞	逞	th	eng	2	0		
騁	骋	ph	iann	3	1		
騁	骋	ph	eng	3	2		
秤	秤	ph	eng	5	3	平	
秤	秤	tsh	in	3	1		
秤	秤	tsh	eng	3	2		
吃	吃	ng	vt	4	0		
哧	哧	tsh	v	1	0		
蚩	蚩	tsh	i	1	0		
眵	眵	tsh	inn'	2	0		
笞	笞	tsh	i	1	0		
喫	喫	ng	vt	4	3		
喫	喫	kh	iat	4	2		
摛	摛	l	i	5	0		
嗤	嗤	tsh	i	1	0		
媸	媸	tsh	i	1	0		
絺	𫄨	h	i	1	0		
螭	螭	l	i	5	0		
鴟	鸱	tsh	i	1	0		
魑	魑	l	i	5	0		
癡	痴	tsh	i	1	0		
池	池	t	i	5	0		
池	池	tsh	i	5	0		
弛	弛	s	i	2	0		
茌	茌	s	v	6	0		
持	持	th	i	5	0		
蚳	蚳	tsh	i	5	0		
馳	驰	tsh	i	5	0		
墀	墀	tsh	i	5	0		
踟	踟	t	i	1	0		
遲	迟	tsh	i	5	0		
篪	篪	tsh	i	1	0		
尺	尺	tsh	e	1	0		工尺谱
尺	尺	tsh	ioh	4	1		
尺	尺	tsh	ek	4	2		
呎	呎	tsh	ioh	4	1		
呎	呎	tsh	ek	4	2		
侈	侈	tsh	i	2	0		
恥	耻	tsh	i	2	0		
豉	豉	s	i	7	0		豉油@si7-iu5@酱油
齒	齿	kh	i	2	1		
齒	齿	tsh	i	2	2		
褫	褫	th	i	3	0		
褫	褫	tsh	i	2	0		
彳	彳	tsh	ih	4	3		
彳	彳	tsh	ok	4	2		
叱	叱	t	uah	4	3		
叱	叱	tsh	it	4	2		
斥	斥	tsh	ek	4	0		
赤	赤	tsh	iah	4	1		
赤	赤	tsh	ek	4	2		
抶	抶	t	iat	4	0		
翅	翅	th	i	3	1		翅膀
翅	翅	tsh	i	3	2		鱼翅
敕	敕	th	ek	4	0		
飭	饬	th	ek	4	0		
啻	啻	th	i	3	0		
傺	傺	ts	i	3	0		
瘛	瘛	ts	i	3	0		
熾	炽	ts	i	3	0		
鶒	𫛶	th	ek	4	0		
鷘	𫛶	th	ek	4	0		
冲	冲	tsh	iong	1	0		
充	充	tsh	iong	1	0		
沖	冲	tsh	iong	1	0		
忡	忡	tsh	iong	1	0		
茺	茺	tsh	iong	1	0		
翀	翀	tsh	iong	1	0		
舂	舂	ts	eng	1	1		
舂	舂	ts	iong	1	2		
衝	冲	tsh	iong	1	0		
衝	冲	tsh	iong	3	0		
憧	憧	tsh	iong	1	0		
艟	艟	th	iong	5	0		
崇	崇	tsh	iong	5	0		
崇	崇	tsh	iong	5	0		
蟲	虫	th	ang	5	1		
蟲	虫	tsh	iong	5	2		
寵	宠	th	iong	2	0		
銃	铳	tsh	eng	3	1		
銃	铳	tsh	iong	3	2		
抽	抽	th	iu	1	0		
瘳	瘳	l	iau	5	0		
犨	犨	tsh	iu	5	0		
仇	仇	kh	iu	5	0		
仇	仇	tsh	iu	5	0		
惆	惆	ts	iu	1	0		
酬	酬	tsh	iu	5	0		
稠	稠	ts	iu	1	0		
愁	愁	tsh	ou	5	1		
愁	愁	tsh	iu	5	2		
裯	裯	th	iu	5	0		
綢	绸	t	iu	5	0		
儔	俦	th	iu	5	0		
幬	帱	th	au	5	1		
幬	帱	th	iu	5	2		
疇	畴	th	iu	5	0		
籌	筹	th	iu	5	0		
躊	踌	th	iu	5	0		
讐	讐	tsh	iu	5	0		
讎	雠	tsh	iu	5	0		
丑	丑	th	iu	2	0		丑时
瞅	瞅	tsh	iu	1	0		
醜	丑	tsh	iu	2	0		美丑
臭	臭	tsh	au	3	1		
臭	臭	tsh	iu	3	2		
臭	臭	h	iu	3	0		
出	出	tsh	ut	4	0		
初	初	tsh	o	1	2		
初	初	tsh	eu	1	1		农历日期::初一
樗	樗	s	u	1	0		
樗	樗	s	u	1	0		
齣	齣	tsh	ut	4	0		
除	除	t	v	5	1		
除	除	tsh	u	5	2		
芻	刍	tsh	u	1	0		
滁	滁	tsh	u	5	0		
蜍	蜍	s	u	5	0		
鋤	锄	tsh	o	5	2		
鋤	锄	t	v	5	1		
廚	厨	t	ou	5	1		
廚	厨	t	u	5	2		
躇	躇	th	u	5	0		
雛	雏	tsh	u	1	0		
櫥	橱	t	u	5	0		
躕	蹰	t	u	5	0		
杵	杵	s	u	2	0		
楮	楮	t	u	2	0		
楚	楚	tsh	o	2	0		
褚	褚	s	u	2	0		
儲	储	th	u	5	0		
礎	础	tsh	o	2	0		
亍	亍	tsh	ok	4	3		
怵	怵	th	ut	4	0		
畜	畜	th	iok	4	0		
處	处	tsh	u	2	0		
處	处	tsh	u	3	0		
觕	觕	tsh	ou	1	0		
絀	绌	ts	uat	4	0		
搐	搐	th	iok	4	2		
搐	搐	th	ek	4	1		
黜	黜	th	ut	4	0		
觸	触	tsh	iok	4	0		
矗	矗	tsh	iok	4	0		
欻	欻	h	uh	4	0		
揣	揣	tsh	ui	2	0		
搋	搋	tsh	ui	1	0		
膗	膗	tsh	ui	2	0		
啜	啜	tsh	uat	4	0		
踹	踹	tsh	ui	2	0		
膪	膪	tsh	ui	1	0		
川	川	tsh	uan	1	2		
川	川	tsh	ng	1	3		尻川@ka1-tshng1@屁股
穿	穿	tsh	uan	1	1		
穿	穿	tsh	eng	7	3	𧚔	
𧚔	𧚔	tsh	eng	7	0		穿::𧚔衫@tsheng7-sann1@穿衣服
穿	穿	tsh	ng	1	1		
舩	舩	ts	un	5	1		
舩	舩	tsh	uan	5	2		
船	船	ts	un	5	1		
船	船	tsh	uan	5	2		
遄	遄	ts	uan	1	0		
圌	圌	s	ui	5	0		
椽	椽	0	uan	5	0		
傳	传	th	uan	5	0		流传
傳	传	t	ng	7	1		传记
傳	传	t	uan	6	2		
舛	舛	tsh	un	2	0		
荈	荈	tsh	un	2	0		
喘	喘	tsh	uan	2	0		
串	串	tsh	uan	3	0		
釧	钏	tsh	uan	3	0		
窗	窗	th	eng	1	1		
窗	窗	tsh	uang	1	2		
瘡	疮	tsh	ng	1	1		
瘡	疮	tsh	ang	1	2		
牀	牀	tsh	ng	5	1		
牀	牀	tsh	uang	5	2		
噇	噇	ts	uang	6	0		
幢	幢	t	ong	5	0		
闖	闯	tsh	uang	2	0		
闖	闯	tsh	uang	3	0		
創	创	tsh	ang	1	2		
創	创	tsh	ng	1	1		
創	创	tsh	ang	3	0		
愴	怆	tsh	ang	1	0		
吹	吹	tsh	ue	1	1		
吹	吹	tsh	ui	1	2		
炊	炊	tsh	ue	1	1		
炊	炊	tsh	ui	1	2		
垂	垂	s	ui	5	0		
陲	陲	s	ui	5	0		
捶	捶	t	ui	5	0		
搥	搥	t	ui	5	0		
棰	棰	tsh	ue	5	0		
棰	棰	s	ui	5	0		
槌	槌	th	ui	5	0		
箠	箠	tsh	ue	5	0		
箠	箠	s	ui	5	0		
錘	锤	th	ui	5	0		
鎚	锤	th	ui	5	0		
春	春	tsh	un	1	0		
椿	椿	tsh	un	1	0		
純	纯	s	un	5	0		
脣	脣	t	un	5	0		
淳	淳	s	un	5	0		
蒓	莼	s	un	5	0		
醇	醇	s	un	5	0		
鶉	鹑	s	un	5	0		
蠢	蠢	tsh	un	2	0		
踔	踔	t	oh	4	0		
戳	戳	tsh	ok	4	0		
戳	戳	tsh	iak	4	0		
惙	惙	tsh	uat	4	0		
綽	绰	tsh	iak	4	0		
輟	辍	tsh	uat	4	0		
齪	龊	tsh	ok	4	0		
呲	呲	tsh	v	2	0		
疵	疵	tsh	v	5	0		
跐	跐	tsh	v	2	0		
茨	茨	tsh	v	3	0		
茨	茨	tsh	v	5	0		
祠	祠	s	v	5	0		
瓷	瓷	tsh	v	5	0		
詞	词	s	v	5	0		
慈	慈	tsh	v	5	0		
磁	磁	tsh	v	5	0		
雌	雌	tsh	v	5	0		
糍	糍	tsh	v	5	0		
辭	辞	s	v	5	2		辞典
辭	辞	s	i	5	1		辞职
鶿	鹚	ts	v	1	0		
鷀	鹚	ts	v	1	0		
此	此	tsh	v	2	0		
泚	泚	tsh	v	2	0		
次	次	tsh	v	3	0		
伺	伺	s	v	6	0		
刺	刺	tsh	i	3	1		
刺	刺	tsh	ng	3	1		
刺	刺	tsh	v	3	2		
賜	赐	s	v	3	0		
匆	匆	tsh	ong	1	0		
蔥	葱	tsh	ang	1	1		
蔥	葱	tsh	ong	1	2		
蓯	苁	tsh	iong	5	0		
樅	枞	ts	iong	1	0		
聰	聪	tsh	ong	1	0		
驄	骢	tsh	ong	1	0		
從	从	ts	iong	6	0		
從	从	tsh	iong	5	0		
淙	淙	ts	ong	1	0		
琮	琮	ts	ong	1	0		
叢	丛	ts	ang	5	1		
叢	丛	tsh	iong	5	2		
湊	凑	tsh	ou	3	0		
腠	腠	tsh	ou	3	0		
輳	辏	tsh	ou	3	0		
粗	粗	tsh	ou	1	1		
粗	粗	tsh	u	1	2		
徂	徂	ts	u	1	0		
殂	殂	ts	u	1	0		
促	促	tsh	iok	4	0		
猝	猝	ts	ui	6	3	瘁	
猝	猝	tsh	ut	4	2		
蔟	蔟	ts	ok	8	0		
醋	醋	tsh	ou	3	1		
醋	醋	tsh	u	3	2		
簇	簇	ts	ok	8	0		
蹙	蹙	tsh	ok	4	0		
蹴	蹴	tsh	ok	4	0		
汆	汆	s	uan	3	0		
攛	撺	tsh	uan	3	0		
躥	蹿	tsh	uan	3	0		
鑹	镩	tsh	uan	3	0		
篡	篡	tsh	uan	3	0		
竄	窜	tsh	uan	3	0		
爨	爨	tsh	uan	3	0		
崔	崔	tsh	ui	1	0		
催	催	tsh	ui	1	0		
摧	摧	tsh	ui	1	0		
榱	榱	s	ui	1	0		
檨	檨	s	uainn'	7	0		
璀	璀	tsh	ui	1	0		
脆	脆	tsh	ui	2	0		
萃	萃	ts	ui	6	0		
啐	啐	ph	ui	3	0		
啐	啐	tsh	ui	3	0		
淬	淬	ts	ui	6	0		
淬	淬	tsh	ui	3	0		
悴	悴	ts	ui	6	0		
毳	毳	tsh	ui	2	0		
焠	焠	ts	ui	6	0		
焠	焠	tsh	ui	3	0		
瘁	瘁	ts	ui	6	0		
粹	粹	ts	ui	6	0		
粹	粹	tsh	ui	3	0		
翠	翠	tsh	ui	3	0		
膵	膵	ts	ui	6	0		
邨	邨	tsh	un	1	2		
邨	邨	tsh	ng	1	1		
村	村	tsh	un	1	2		
村	村	tsh	ng	1	1		
皴	皴	tsh	uan	1	0		
存	存	tsh	un	5	0		
洊	洊	ts	in	3	0		
忖	忖	tsh	un	2	0		
寸	寸	tsh	un	3	0		
吋	吋	tsh	un	3	0		
搓	搓	tsh	a	1	0		
搓	搓	s	o	1	0		
磋	磋	tsh	o	5	0		
撮	撮	tsh	oh	4	0		
撮	撮	tsh	uat	4	0		
蹉	蹉	ts	a	1	0		
嵯	嵯	tsh	a	1	0		
矬	矬	tsh	o	5	0		
鹺	鹾	tsh	o	5	0		
脞	脞	tsh	o	3	0		肉脞@nek8-tsho3
剉	剉	tsh	o	5	0		
挫	挫	tsh	o	5	0		
莝	莝	tsh	o	5	0		
厝	厝	tsh	u	3	0		
措	措	tsh	u	2	0		
銼	锉	tsh	o	3	0		
錯	错	tsh	o	3	0		
錯	错	tsh	ak	4	0		
咑	咑	t	a	2	0		
耷	耷	t	ap	4	0		
搭	搭	t	ah	4	0		
搭	搭	t	ap	4	0		
嗒	嗒	t	ap	4	0		
褡	褡	t	ah	4	0		
褡	褡	t	ap	4	0		
墶	垯	t	at	8	0		
噠	哒	t	at	8	0		
呾	呾	t	ann	3	0		说话
沓	沓	t	ap	8	0		
怛	怛	th	an	2	0		
妲	妲	th	an	2	0		
剳	剳	ts	at	4	0		
剳	剳	ts	ap	4	0		
笪	笪	t	at	4	0		
達	达	t	at	8	0		
答	答	t	ap	4	0		
溚	溚	t	ap	4	0		
靼	靼	th	an	2	0		
繨	𫄤	t	at	8	0		
韃	鞑	th	at	4	0		
打	打	ph	ah	4	3	拍	
打	打	t	a	2	0		
大	大	t	ai	6	2		
大	大	t	ua	7	1		
大	大	t	a	1	3		岳父岳母::大官@ta1-kuann1@岳父;;大家@ta1-ke1@岳母
瘩	瘩	t	ap	4	0		
呆	呆	t	ai	1	2		
呆	呆	ng	ai	5	2		
呔	呔	th	ai	2	0		
歹	歹	t	ai	2	0		
逮	逮	t	i	6	0		
逮	逮	t	ai	2	0		
逮	逮	t	ai	6	0		
傣	傣	th	ai	3	0		
代	代	t	r	7	1		年代
代	代	th	oi	3	3	替	
代	代	t	ai	3	1		交代
岱	岱	t	ai	3	0		
迨	迨	t	ai	6	0		
玳	玳	t	ai	3	0		
殆	殆	t	ai	6	0		
待	待	th	ai	6	0		
怠	怠	t	ai	6	0		
埭	埭	t	r	7	0		
埭	埭	t	ai	6	0		
帶	带	t	ua	3	1		
帶	带	t	ai	3	2		
袋	袋	t	r	7	0		
袋	袋	t	ai	6	0		
貸	贷	t	ai	3	0		
戴	戴	t	r	3	1		姓
戴	戴	t	ai	3	2		
戴	戴	t	i	3	3		戴帽
黛	黛	t	ai	3	0		
襶	襶	t	ai	3	0		
靆	叇	t	ai	6	0		
丹	丹	t	an	1	2		
丹	丹	t	uann	1	1		牡丹
眈	眈	t	am	1	0		
耽	耽	t	am	1	0		
聃	聃	t	am	1	0		
酖	酖	t	im	1	0		
單	单	s	ian	5	0		
單	单	s	ian	6	0		
單	单	t	uann	1	1		
單	单	t	an	1	2		
鄲	郸	t	an	1	0		
儋	儋	t	ann	1	0		
儋	儋	t	an	1	0		
殫	殚	t	an	1	0		
癉	瘅	t	an	1	0		
癉	瘅	t	an	2	0		
簞	箪	t	an	1	0		
疸	疸	th	an	2	0		
亶	亶	t	an	2	0		
撣	掸	th	an	5	0		
擔	担	t	ann	1	1		
擔	担	t	an	1	2		
擔	担	t	ann	3	1		
擔	担	t	an	3	2		
膽	胆	t	ann	2	1		
膽	胆	t	an	2	2		
旦	旦	t	an	3	2		元旦
旦	旦	t	uann	3	1		花旦
但	但	t	an	6	0		
萏	萏	t	am	2	0		
啖	啖	t	am	6	0		
淡	淡	t	ann	6	1		
淡	淡	t	am	6	2		
蛋	蛋	t	an	3	0		
氮	氮	t	ann	6	3	淡	
蜑	蜑	t	an	3	0		
誕	诞	t	an	3	0		
憚	惮	t	an	6	0		
彈	弹	th	an	5	0		
澹	澹	t	am	6	2		
澹	澹	t	ann	6	1		
贉	𫎫	th	am	5	0		
當	当	t	ang	3	2		
當	当	t	ang	1	2		
當	当	t	ng	1	1		
當	当	t	ng	3	1		
噹	𪠽	t	ang	1	0		
璫	珰	t	ang	1	0		
襠	裆	t	ang	1	0		
鐺	铛	t	ang	1	0		
鐺	铛	ts	eng	1	0		
鐺	铛	t	ng	1	0		
擋	挡	t	ang	3	2		
擋	挡	t	ang	2	2		
檔	档	t	ang	1	0		
檔	档	t	ang	3	0		
黨	党	t	ang	2	0		
讜	谠	t	ang	2	0		
凼	凼	t	ang	6	0		
宕	宕	t	ang	6	0		
菪	菪	t	ang	6	0		
愓	𰐿	t	ang	6	0		
愓	𰐿	s	iang	1	0		
碭	砀	t	ang	6	0		
蕩	荡	t	ang	6	0		
盪	荡	t	ang	6	0		
盪	荡	t	ng	6	0		
刀	刀	t	o	1	1		
刀	刀	t	au	1	2		
叨	叨	th	au	1	0		
忉	忉	t	au	1	0		
捯	捯	t	au	2	0		
島	岛	t	au	2	0		
搗	捣	t	au	2	0		
導	导	t	au	6	0		
蹈	蹈	t	au	6	0		
禱	祷	t	au	2	0		
到	到	k	au	3	1		
到	到	t	au	3	2		
倒	倒	t	o	2	1		
倒	倒	t	o	3	1		
倒	倒	t	au	2	2		
倒	倒	t	au	3	2		
悼	悼	ts	au	6	3	罩	
悼	悼	t	au	6	2		
道	道	t	au	6	2		
道	道	t	o	6	1		
盜	盗	t	au	6	0		
稻	稻	t	au	6	2		
稻	稻	t	iu	6	3		
纛	纛	t	au	6	0		
纛	纛	t	ok	8	0		
得	得	t	it	4	1		
得	得	t	ek	4	2		
德	德	t	ek	4	0		
鍀	锝	t	it	4	3	得	
地	地	t	i	7	0		
地	地	t	i	1	0		
的	的	t	i	1	0		
的	的	t	ek	8	0		
扽	扽	t	un	3	0		
登	登	t	eng	1	0		
噔	噔	t	eng	1	0		
燈	灯	t	eng	1	0		
簦	簦	t	eng	1	0		
蹬	蹬	t	eng	1	0		
等	等	t	eng	2	2		
等	等	th	eng	6	3		
等	等	t	an	2	1		
戥	戥	t	eng	2	0		
凳	凳	t	eng	3	0		
鄧	邓	t	eng	6	0		
磴	磴	t	eng	3	0		
瞪	瞪	th	eng	5	0		
鐙	镫	t	eng	1	0		
鐙	镫	t	eng	3	0		
氐	氐	t	i	1	0		
氐	氐	t	i	2	0		
低	低	t	i	1	0		
袛	袛	t	i	2	0		
羝	羝	t	i	1	0		
堤	堤	t	oi	1	0		
堤	堤	t	i	1	0		
滴	滴	t	ih	4	1		
滴	滴	t	ek	4	2		
狄	狄	t	ek	8	0		
迪	迪	t	ek	8	0		
荻	荻	t	ek	8	0		
笛	笛	t	ek	8	0		
滌	涤	t	ek	8	0		
嘀	嘀	t	ek	8	0		
嫡	嫡	t	ek	4	0		
翟	翟	t	ek	8	0		
敵	敌	t	ek	8	0		
鏑	镝	t	ek	8	0		
糴	籴	t	iah	8	0		
邸	邸	t	i	2	0		
坻	坻	t	i	2	0		
抵	抵	t	i	2	0		
呧	呧	t	i	1	0		
底	底	t	i	2	2		
底	底	t	oi	2	1		
弤	弤	t	i	2	0		
柢	柢	t	i	2	0		
牴	牴	t	i	2	0		
砥	砥	t	i	2	0		
詆	诋	t	i	2	0		
弟	弟	t	i	6	0		
帝	帝	t	i	3	0		
娣	娣	t	i	6	0		
菂	菂	t	ek	8	0		
第	第	t	oinn'	6	1		
第	第	t	i	6	2		
釱	𰽘	t	ai	6	0		
啇	啇	t	ih	4	1		
啇	啇	t	ek	4	2		
蒂	蒂	t	i	3	0		
棣	棣	t	i	6	0		
睇	睇	th	i	3	0		
遞	递	t	i	5	3		
遞	递	t	i	6	2		
碲	碲	t	i	3	0		
締	缔	th	i	3	0		
諦	谛	th	i	3	0		
螮	螮	t	i	3	0		
敁	敁	t	iam	1	0		
掂	掂	t	im	3	0		
掂	掂	t	iam	1	0		
滇	滇	t	ian	1	0		
滇	滇	th	ian	5	0		
顛	颠	t	ian	1	2		
顛	颠	t	in	1	1		颠倒斗@tin1-to3-tau2@颠倒
巔	巅	t	ian	1	0		
癲	癫	t	ian	1	0		
典	典	t	ian	2	0		
典	典	t	oinn	2	0		
碘	碘	t	ian	2	0		
踮	踮	t	iam	3	0		
點	点	t	iam	2	0		
佃	佃	th	ian	5	2		
佃	佃	t	oinn	6	1		
佃	佃	t	ian	6	2		
甸	甸	t	ian	6	0		
坫	坫	t	iam	3	0		
店	店	t	iam	3	0		
玷	玷	t	iam	1	0		
淀	淀	t	ian	6	0		
惦	惦	t	iam	3	0		
奠	奠	t	ian	6	0		
電	电	t	ian	6	0		
鈿	钿	th	ian	5	0		
殿	殿	t	ian	6	0		
殿	殿	t	oinn	7	0		
墊	垫	t	ian	6	0		
靛	靛	t	oinn	7	0		
澱	淀	t	ian	6	0		
簟	簟	t	ian	6	0		
簟	簟	t	iam	6	0		
癜	癜	t	ian	6	0		
刁	刁	t	iau	1	0		
叼	叼	t	iau	1	0		
汈	汈	t	iau	1	0		
凋	凋	t	iau	1	0		
彫	彫	t	iau	1	0		
貂	貂	t	iau	1	0		
碉	碉	t	iau	1	0		
雕	雕	t	iau	1	0		
鵰	雕	t	iau	1	0		
鯛	鲷	t	iau	1	0		
弔	吊	t	iau	3	0		
吊	吊	t	iau	3	0		
屌	屌	l	an	6	3	𡳞	
𡳞	𡳞	l	an	6	0		
掉	掉	t	iau	7	0		
釣	钓	t	ionn'	3	1		
釣	钓	t	iau	3	2		
銱	铞	t	iau	3	0		
調	调	t	iau	7	1		音调
調	调	t	iau	6	2		调头
調	调	th	iau	5	0		调整
窵	窎	t	iau	3	0		
爹	爹	t	ia	1	0		
爹	爹	t	e	1	0		
跌	跌	t	iat	4	0		
跌	跌	t	iat	8	0		
迭	迭	0	it	8	0		
迭	迭	t	iat	4	0		
垤	垤	t	iat	4	0		
昳	昳	t	iat	4	0		
昳	昳	t	iat	8	0		
昳	昳	0	it	8	0		
瓞	瓞	t	iat	4	0		
堞	堞	t	iap	8	0		
耋	耋	t	iat	4	0		
喋	喋	t	iap	8	0		
絰	绖	t	iat	4	0		
牒	牒	t	iap	8	0		
碟	碟	t	ih	8	0		
蝶	蝶	t	iap	8	0		
蹀	蹀	t	iap	8	0		
諜	谍	t	iap	8	0		
疊	叠	th	ah	8	1		量词
疊	叠	th	iap	8	2		动词
疊	叠	t	iap	8	2		名词
丁	丁	t	eng	1	0		
仃	仃	t	eng	1	0		
叮	叮	t	eng	1	0		
叮	叮	t	eng	3	0		
玎	玎	t	eng	1	0		
盯	盯	t	eng	3	0		
町	町	t	eng	1	0		
町	町	th	eng	5	0		
疔	疔	t	eng	1	0		
酊	酊	t	eng	1	0		
酊	酊	t	eng	2	0		
釘	钉	t	eng	1	0		
釘	钉	t	eng	3	0		
靪	靪	t	eng	1	0		
頂	顶	t	eng	2	0		
鼎	鼎	t	iann	2	1		锅
鼎	鼎	t	eng	2	2		
矴	矴	t	eng	3	0		
定	定	t	iann	7	1		
定	定	t	eng	6	2		
定	定	t	in	7	3		
訂	订	t	eng	3	0		
飣	饤	t	eng	3	0		
腚	腚	t	eng	6	0		
碇	碇	t	eng	3	0		
鋌	铤	th	eng	2	0		
錠	锭	t	eng	6	2		
錠	锭	t	iann	6	1		
丟	丢	t	iu	1	0		
銩	铥	t	iu	1	0		
冬	冬	t	ang	1	1		
冬	冬	t	ong	1	2		
東	东	t	ang	1	1		
東	东	t	ong	1	2		
咚	咚	t	ong	1	0		
氡	氡	t	ong	1	0		
蝀	蝀	t	ong	3	0		
鼕	鼕	t	ong	1	0		
董	董	t	ang	2	1		姓
董	董	t	ong	2	2		
懂	懂	t	ong	2	0		
侗	侗	th	ong	5	0		
峒	峒	t	ang	7	1		
峒	峒	th	ong	5	2		
峝	峝	t	ang	7	1		
峝	峝	th	ong	5	2		
洞	洞	t	ang	7	1		
洞	洞	th	ong	5	2		洞箫
洞	洞	t	ong	6	2		
恫	恫	th	ong	5	0		
胴	胴	th	ong	5	0		
凍	冻	t	ang	3	1		
凍	冻	t	ong	3	2		
動	动	t	ong	6	2		
動	动	t	ang	6	1		振动@tin2-tang6@动身
動	动	th	ang	6	1		触碰::勿动@mai3-thang6@不要动
棟	栋	t	ang	3	0		
棟	栋	t	ong	3	0		
湩	湩	t	ong	3	0		
都	都	t	ou	1	0		
唗	唗	t	ou	1	0		
兜	兜	t	au	1	1		
兜	兜	t	ou	1	2		
篼	篼	t	au	1	1		
篼	篼	t	ou	1	2		
抖	抖	t	au	2	1		
抖	抖	t	ou	2	2		
枓	枓	t	au	2	1		
枓	枓	t	ou	2	2		
陡	陡	t	au	2	1		
陡	陡	t	ou	2	2		
蚪	蚪	t	au	2	1		
蚪	蚪	t	ou	2	2		
斗	斗	t	au	2	1		
斗	斗	t	ou	2	2		
豆	豆	t	au	7	1		
豆	豆	t	ou	6	2		
逗	逗	t	au	1	0		
鬥	斗	t	au	3	1		
鬥	斗	t	ou	3	2		
脰	脰	t	ou	6	0		
痘	痘	t	au	7	1		
痘	痘	t	ou	6	2		
餖	餖	t	ou	6	0		
竇	窦	t	ou	6	0		
督	督	t	ok	4	0		
嘟	嘟	t	u	1	0		
毒	毒	t	ak	8	1		
毒	毒	t	ok	8	2		
獨	独	t	ok	8	0		
匵	匵	t	ok	8	0		
瀆	渎	t	ok	8	0		
櫝	椟	t	ok	8	0		
殰	殰	t	ok	8	0		
犢	犊	t	ok	8	0		
牘	牍	t	ok	8	0		
髑	髑	t	ok	8	0		
讀	读	t	au	7	1		
讀	读	t	ou	6	2		
讀	读	th	ak	8	1		
讀	读	t	ok	8	2		
黷	黩	t	ok	8	0		
讟	讟	t	ok	8	0		
堵	堵	t	u	2	0		
睹	睹	t	u	2	0		
賭	赌	t	u	2	0		
篤	笃	t	ok	4	0		
芏	芏	t	ou	6	0		
杜	杜	t	ou	6	1		
杜	杜	t	u	6	2		
肚	肚	t	ou	2	1		
肚	肚	t	u	2	2		
肚	肚	t	ou	6	1		
妒	妒	k	ou	6	1		
妒	妒	t	ou	6	1		
妒	妒	t	u	6	2		
度	度	t	ou	7	1		
度	度	t	u	6	2		
度	度	t	ak	8	1		
度	度	t	ok	8	2		
渡	渡	t	ou	7	1		
渡	渡	t	u	6	2		
鍍	镀	t	ou	7	3	度	
蠹	蠹	ts	u	3	0		
耑	耑	t	uan	1	0		
耑	耑	ts	uan	1	0		
端	端	t	uan	1	0		
短	短	t	r	2	1		
短	短	t	uan	2	2		
段	段	t	uan	6	2		
段	段	t	ng	7	1		
塅	塅	t	ng	7	1		
塅	塅	t	uan	6	2		
椴	椴	t	uan	6	0		
煅	煅	t	uan	3	0		
緞	缎	t	ng	7	1		
緞	缎	t	uan	6	2		
鍛	锻	t	uan	3	0		
斷	断	t	uan	3	2		判断;;决断
斷	断	t	uan	6	2		断绝
斷	断	t	ng	6	1		
籪	簖	t	uan	6	0		
堆	堆	t	u	1	3		
堆	堆	t	ui	1	2		
兌	兑	t	ue	6	1		
兌	兑	t	ui	6	2		
隊	队	t	ui	7	0		
碓	碓	t	ui	3	0		
對	对	t	ui	3	0		
懟	怼	t	ui	6	0		
惇	惇	t	un	1	0		
敦	敦	t	un	1	0		
墩	墩	t	un	1	0		
撴	撴	t	un	1	0		
墪	墪	t	un	1	0		
噸	吨	t	un	2	0		
燉	炖	t	un	6	0		
礅	礅	t	un	1	0		
蹲	蹲	t	un	1	0		
盹	盹	t	un	1	0		
躉	趸	t	un	2	0		
囤	囤	t	un	1	0		
囤	囤	th	un	5	0		
沌	沌	t	un	6	0		
炖	炖	t	un	6	0		
砘	砘	t	un	6	0		
盾	盾	t	un	2	0		
遁	遁	t	un	6	0		
鈍	钝	t	un	1	0		
頓	顿	t	ok	8	0		
頓	顿	t	un	6	2		
頓	顿	t	un	3	2		
頓	顿	t	ng	3	1		
多	多	t	o	1	0		
咄	咄	ts	uat	4	0		
哆	哆	t	o	1	0		
剟	剟	tsh	uat	4	0		
掇	掇	tsh	uat	4	0		
敠	敠	t	o	1	0		
敪	敪	t	o	1	0		
裰	裰	t	ue	3	0		
裰	裰	tsh	uat	4	0		
仛	仛	tsh	a	3	0		
仛	仛	th	eh	8	0		
奪	夺	t	rh	8	1		
奪	夺	t	uat	8	2		
踱	踱	t	ak	8	0		
鐸	铎	t	ak	8	0		
朵	朵	t	o	5	3		
朵	朵	t	o	2	2		
垛	垛	t	o	5	0		
垛	垛	t	o	6	0		
埵	埵	t	o	5	0		
躲	躲	t	o	2	0		
嚲	嚲	t	o	2	0		
剁	剁	t	o	3	0		
剁	剁	t	ok	4	0		
柮	柮	t	ut	8	0		
舵	舵	t	ua	6	1		
舵	舵	t	o	6	2		
惰	惰	t	uann'	6	1		
惰	惰	t	o	6	2		
跺	跺	t	o	5	0		
飿	饳	th	ut	4	0		
墮	堕	t	ui	6	0		
墮	堕	h	ui	1	0		
屙	屙	0	o	1	0		
婀	婀	0	o	1	0		
囮	囮	h	o	3	0		
囮	囮	0	iu	2	0		
俄	俄	ng	o	5	0		
莪	莪	ng	o	5	0		
峨	峨	ng	o	5	0		
娥	娥	ng	o	5	0		
訛	讹	h	o	3	0		
訛	讹	ng	o	5	0		
